Filename,lemma_ttr,lemma_mattr,lexical_density_tokens,lexical_density_types,content_ttr,function_ttr,function_mattr,noun_ttr,verb_ttr,adj_ttr,adv_ttr,prp_ttr,argument_ttr,bigram_lemma_ttr,trigram_lemma_ttr,adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_2_all_sent,adjacent_overlap_2_all_sent_div_seg,adjacent_overlap_binary_2_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_2_cw_sent,adjacent_overlap_2_cw_sent_div_seg,adjacent_overlap_binary_2_cw_sent,adjacent_overlap_fw_sent,adjacent_overlap_fw_sent_div_seg,adjacent_overlap_binary_fw_sent,adjacent_overlap_2_fw_sent,adjacent_overlap_2_fw_sent_div_seg,adjacent_overlap_binary_2_fw_sent,adjacent_overlap_noun_sent,adjacent_overlap_noun_sent_div_seg,adjacent_overlap_binary_noun_sent,adjacent_overlap_2_noun_sent,adjacent_overlap_2_noun_sent_div_seg,adjacent_overlap_binary_2_noun_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_2_verb_sent,adjacent_overlap_2_verb_sent_div_seg,adjacent_overlap_binary_2_verb_sent,adjacent_overlap_adj_sent,adjacent_overlap_adj_sent_div_seg,adjacent_overlap_binary_adj_sent,adjacent_overlap_2_adj_sent,adjacent_overlap_2_adj_sent_div_seg,adjacent_overlap_binary_2_adj_sent,adjacent_overlap_adv_sent,adjacent_overlap_adv_sent_div_seg,adjacent_overlap_binary_adv_sent,adjacent_overlap_2_adv_sent,adjacent_overlap_2_adv_sent_div_seg,adjacent_overlap_binary_2_adv_sent,adjacent_overlap_pronoun_sent,adjacent_overlap_pronoun_sent_div_seg,adjacent_overlap_binary_pronoun_sent,adjacent_overlap_2_pronoun_sent,adjacent_overlap_2_pronoun_sent_div_seg,adjacent_overlap_binary_2_pronoun_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,adjacent_overlap_2_argument_sent,adjacent_overlap_2_argument_sent_div_seg,adjacent_overlap_binary_2_argument_sent,adjacent_overlap_all_para,adjacent_overlap_all_para_div_seg,adjacent_overlap_binary_all_para,adjacent_overlap_2_all_para,adjacent_overlap_2_all_para_div_seg,adjacent_overlap_binary_2_all_para,adjacent_overlap_cw_para,adjacent_overlap_cw_para_div_seg,adjacent_overlap_binary_cw_para,adjacent_overlap_2_cw_para,adjacent_overlap_2_cw_para_div_seg,adjacent_overlap_binary_2_cw_para,adjacent_overlap_fw_para,adjacent_overlap_fw_para_div_seg,adjacent_overlap_binary_fw_para,adjacent_overlap_2_fw_para,adjacent_overlap_2_fw_para_div_seg,adjacent_overlap_binary_2_fw_para,adjacent_overlap_noun_para,adjacent_overlap_noun_para_div_seg,adjacent_overlap_binary_noun_para,adjacent_overlap_2_noun_para,adjacent_overlap_2_noun_para_div_seg,adjacent_overlap_binary_2_noun_para,adjacent_overlap_verb_para,adjacent_overlap_verb_para_div_seg,adjacent_overlap_binary_verb_para,adjacent_overlap_2_verb_para,adjacent_overlap_2_verb_para_div_seg,adjacent_overlap_binary_2_verb_para,adjacent_overlap_adj_para,adjacent_overlap_adj_para_div_seg,adjacent_overlap_binary_adj_para,adjacent_overlap_2_adj_para,adjacent_overlap_2_adj_para_div_seg,adjacent_overlap_binary_2_adj_para,adjacent_overlap_adv_para,adjacent_overlap_adv_para_div_seg,adjacent_overlap_binary_adv_para,adjacent_overlap_2_adv_para,adjacent_overlap_2_adv_para_div_seg,adjacent_overlap_binary_2_adv_para,adjacent_overlap_pronoun_para,adjacent_overlap_pronoun_para_div_seg,adjacent_overlap_binary_pronoun_para,adjacent_overlap_2_pronoun_para,adjacent_overlap_2_pronoun_para_div_seg,adjacent_overlap_binary_2_pronoun_para,adjacent_overlap_argument_para,adjacent_overlap_argument_para_div_seg,adjacent_overlap_binary_argument_para,adjacent_overlap_2_argument_para,adjacent_overlap_2_argument_para_div_seg,adjacent_overlap_binary_2_argument_para,syn_overlap_sent_noun,syn_overlap_sent_verb,syn_overlap_para_noun,syn_overlap_para_verb,lsa_1_all_sent,lsa_2_all_sent,lsa_1_all_para,lsa_2_all_para,lda_1_all_sent,lda_2_all_sent,lda_1_all_para,lda_2_all_para,word2vec_1_all_sent,word2vec_2_all_sent,word2vec_1_all_para,word2vec_2_all_para,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,pronoun_density,pronoun_noun_ratio,repeated_content_lemmas,repeated_content_and_pronoun_lemmas
0E26C20CFBBE.txt,0.244274809,0.669936842,0.43129771,0.640625,0.362831858,0.174496644,0.466586345,0.337209302,0.376623377,0.485714286,0.387096774,0.1875,0.275362319,0.707456979,0.913793103,0.326732673,6.285714286,1,0.497435897,9.7,1,0.298507463,2.857142857,0.904761905,0.415384615,4.05,1,0.348039216,3.380952381,0.952380952,0.551020408,5.4,1,0.445945946,1.571428571,0.904761905,0.569444444,2.05,1,0.220588235,0.714285714,0.523809524,0.318181818,1.05,0.7,0.117647059,0.19047619,0.19047619,0.181818182,0.3,0.25,0.107142857,0.142857143,0.095238095,0.259259259,0.35,0.25,0.288888889,0.619047619,0.619047619,0.465116279,1,0.85,0.394495413,2.047619048,0.904761905,0.518867925,2.75,1,0.492957746,26.25,1,0.5875,31.33333333,1,0.327586207,9.5,1,0.443181818,13,1,0.63,15.75,1,0.698630137,17,1,0.324324324,3,1,0.344827586,3.333333333,1,0.285714286,3,1,0.533333333,5.333333333,1,0.260869565,1.5,1,0.411764706,2.333333333,1,0.473684211,2.25,1,0.533333333,2.666666667,1,0.72,4.5,1,0.789473684,5,1,0.456140351,6.5,1,0.5,7.333333333,1,2.095238095,0.904761905,12.5,11.75,0.77532882,0.944283066,0.953641321,0.971150792,0.99067353,0.998184922,0.98114416,0.972970143,0.933646805,0.950958012,0.956818933,0.952987743,0.06870229,0.053435115,0.009541985,0.02480916,0.005725191,0.051526718,0.032442748,0,0.005725191,0.009541985,0.02480916,0.009541985,0.133587786,0.022900763,0,0.022900763,0.070610687,0.057251908,0.032442748,0.005725191,0.001908397,0.007633588,0.085877863,0.015267176,0.095419847,0.09351145,0.569767442,0.34351145,0.43129771
EE58A33AD551.txt,0.317226891,0.723606557,0.542016807,0.715231788,0.418604651,0.201834862,0.455147929,0.459459459,0.411764706,0.666666667,0.380952381,0.236363636,0.385093168,0.797894737,0.951476793,0.210031348,5.153846154,1,0.384083045,9.25,1,0.164948454,2.461538462,1,0.305084746,4.5,1,0.264,2.538461538,0.769230769,0.491071429,4.583333333,1,0.151162791,1,0.846153846,0.276315789,1.75,1,0.194029851,1,0.615384615,0.387096774,2,0.833333333,0.055555556,0.076923077,0.076923077,0.0625,0.083333333,0.083333333,0.111111111,0.230769231,0.153846154,0.185185185,0.416666667,0.166666667,0.096774194,0.230769231,0.153846154,0.307692308,0.666666667,0.5,0.133928571,1.153846154,0.923076923,0.285714286,2.333333333,1,0.43373494,21.6,1,0.544973545,25.75,1,0.369426752,11.6,1,0.461538462,13.5,1,0.542553191,10.2,1,0.675675676,12.5,1,0.308823529,4.2,1,0.358490566,4.75,1,0.4,4.4,1,0.55,5.5,1,0.1875,0.6,0.6,0.454545455,1.25,0.75,0.304347826,1.4,0.6,0.294117647,1.25,0.75,0.227272727,1,1,0.555555556,2.5,1,0.298850575,5.2,1,0.405797101,7,1,1.153846154,3.076923077,6.6,18.2,0.459122145,0.756741059,0.707350675,0.842858948,0.99346182,0.997451554,0.998370722,0.99865056,0.902852272,0.932929716,0.938286049,0.944525738,0.050420168,0.042016807,0.008403361,0.033613445,0,0.025210084,0.050420168,0.010504202,0.016806723,0.031512605,0.052521008,0.016806723,0.06302521,0.010504202,0,0.010504202,0.071428571,0.06092437,0.031512605,0.016806723,0.010504202,0.025210084,0.092436975,0.025210084,0.117647059,0.031512605,0.135135135,0.407563025,0.43697479
966F39486EC8.txt,0.288690476,0.67554007,0.592261905,0.690721649,0.336683417,0.255474453,0.421590909,0.344262295,0.337837838,0.342857143,0.448275862,0.19047619,0.290322581,0.665671642,0.832335329,0.317073171,5.055555556,1,0.452898551,7.352941176,1,0.289617486,2.944444444,1,0.414772727,4.294117647,1,0.333333333,1.944444444,0.944444444,0.455445545,2.705882353,1,0.327586207,1.055555556,0.777777778,0.446428571,1.470588235,0.882352941,0.292307692,1.055555556,0.777777778,0.403225806,1.470588235,0.823529412,0.212121212,0.388888889,0.388888889,0.375,0.705882353,0.588235294,0.148148148,0.222222222,0.222222222,0.269230769,0.411764706,0.352941176,0.35483871,0.611111111,0.5,0.433333333,0.764705882,0.588235294,0.333333333,1.5,0.888888889,0.435897436,2,0.941176471,0.425,17,1,0.543307087,23,1,0.373831776,10,1,0.494252874,14.33333333,1,0.456140351,6.5,1,0.604651163,8.666666667,1,0.382352941,3.25,1,0.481481481,4.333333333,1,0.388888889,3.5,1,0.533333333,5.333333333,1,0.333333333,1.75,1,0.411764706,2.333333333,1,0.263157895,1.25,1,0.4375,2.333333333,1,0.666666667,2.5,1,0.75,3,1,0.422222222,4.75,1,0.527777778,6.333333333,1,1.111111111,2.055555556,7,14.5,0.74112026,0.927779442,0.927986674,0.967137785,0.994778968,0.997838036,0.998619547,0.99908147,0.942608045,0.960384277,0.970299093,0.972155877,0.029761905,0.029761905,0,0.026785714,0,0.038690476,0.017857143,0.00297619,0.005952381,0,0.011904762,0.008928571,0.050595238,0.029761905,0,0.029761905,0.044642857,0.026785714,0.014880952,0.008928571,0.008928571,0.017857143,0.074404762,0.008928571,0.053571429,0.06547619,0.360655738,0.488095238,0.547619048
090CFB3688B7.txt,0.272727273,0.733412112,0.47107438,0.676767677,0.391812865,0.177083333,0.552,0.333333333,0.449275362,0.621621622,0.45,0.170454545,0.297959184,0.72137931,0.899171271,0.21884984,2.914893617,0.787234043,0.307438017,4.043478261,0.913043478,0.180952381,1.212765957,0.510638298,0.234323432,1.543478261,0.630434783,0.248407643,1.659574468,0.765957447,0.367213115,2.434782609,0.913043478,0.258823529,0.936170213,0.425531915,0.309090909,1.108695652,0.5,0.107692308,0.14893617,0.127659574,0.174603175,0.239130435,0.217391304,0.027777778,0.021276596,0.021276596,0.029411765,0.02173913,0.02173913,0.092592593,0.106382979,0.106382979,0.156862745,0.173913043,0.173913043,0.242857143,0.361702128,0.340425532,0.357142857,0.543478261,0.5,0.25462963,1.170212766,0.595744681,0.312796209,1.434782609,0.695652174,0.43258427,25.66666667,1,0.597701149,31.2,1,0.316582915,10.5,1,0.476190476,14,1,0.561728395,15.16666667,1,0.737288136,17.4,1,0.392156863,6.666666667,1,0.533333333,8,1,0.25,1.833333333,1,0.457142857,3.2,1,0.153846154,0.666666667,0.5,0.176470588,0.6,0.6,0.257142857,1.5,0.666666667,0.423076923,2.2,0.8,0.552631579,3.5,0.833333333,0.807692308,4.2,0.8,0.426356589,9.166666667,1,0.595744681,11.2,1,1.106382979,0.255319149,15.83333333,7.5,0.373215008,0.726756446,0.77510905,0.902579348,0.944364769,0.974055037,0.974396759,0.97587102,0.867123042,0.908901865,0.944250051,0.946817248,0.048209366,0.031680441,0.011019284,0.024793388,0.011019284,0.024793388,0.044077135,0,0.016528926,0.017906336,0.034435262,0.019283747,0.115702479,0.039944904,0,0.039944904,0.056473829,0.081267218,0.023415978,0.020661157,0.004132231,0.004132231,0.064738292,0.031680441,0.084022039,0.077134986,0.301075269,0.363636364,0.439393939
C0A5C05F8801.txt,0.329493088,0.707012987,0.488479263,0.657342657,0.443396226,0.22972973,0.503815029,0.428571429,0.404761905,0.666666667,0.606060606,0.153846154,0.313868613,0.74595843,0.881944444,0.210982659,3.173913043,0.956521739,0.296187683,4.590909091,1,0.141304348,1.130434783,0.695652174,0.201117318,1.636363636,0.818181818,0.282208589,2,0.826086957,0.392638037,2.909090909,0.909090909,0.238095238,0.652173913,0.434782609,0.278688525,0.772727273,0.5,0.081081081,0.260869565,0.217391304,0.178082192,0.590909091,0.409090909,0.1,0.086956522,0.086956522,0.111111111,0.090909091,0.090909091,0.064516129,0.086956522,0.086956522,0.064516129,0.090909091,0.090909091,0.456521739,0.913043478,0.652173913,0.565217391,1.181818182,0.772727273,0.319587629,1.347826087,0.826086957,0.378947368,1.636363636,0.863636364,0.294930876,16,1,0.470930233,27,1,0.19047619,6,1,0.356435644,12,1,0.430107527,10,1,0.616438356,15,1,0.219512195,2.25,0.75,0.257142857,3,1,0.254901961,3.25,0.75,0.5,6.666666667,1,0.0625,0.25,0.25,0.230769231,1,1,0.041666667,0.25,0.25,0.222222222,1.333333333,1,0.523809524,2.75,1,0.666666667,3.333333333,1,0.280701754,4,1,0.340425532,5.333333333,1,0.913043478,0.956521739,3.75,12.5,0.477924024,0.77681249,0.758294712,0.844772938,0.964928431,0.96858181,0.996721573,0.996089712,0.880860527,0.904309648,0.914089584,0.900842206,0.032258065,0.025345622,0.004608295,0.050691244,0.004608295,0.025345622,0.046082949,0.016129032,0.020737327,0.023041475,0.032258065,0.00921659,0.055299539,0.039170507,0,0.041474654,0.043778802,0.055299539,0.034562212,0.006912442,0.016129032,0.002304147,0.069124424,0.016129032,0.073732719,0.080645161,0.454545455,0.377880184,0.451612903
F83702EEB830.txt,0.365781711,0.710551724,0.516224189,0.733870968,0.52,0.207317073,0.429565217,0.564516129,0.402985075,0.625,0.695652174,0.195652174,0.413461538,0.807692308,0.93768546,0.2734375,5.384615385,1,0.373015873,7.833333333,1,0.165517241,1.846153846,0.769230769,0.25,3,0.916666667,0.410714286,3.538461538,1,0.532110092,4.833333333,1,0.092592593,0.384615385,0.384615385,0.166666667,0.75,0.5,0.25,1,0.769230769,0.352941176,1.5,0.916666667,0.142857143,0.230769231,0.230769231,0.19047619,0.333333333,0.333333333,0.105263158,0.153846154,0.153846154,0.157894737,0.25,0.25,0.4,1.076923077,0.692307692,0.470588235,1.333333333,0.75,0.211764706,1.384615385,0.769230769,0.285714286,2,0.833333333,0.375,17.25,1,0.496240602,22,1,0.210526316,6,1,0.32183908,9.333333333,1,0.642857143,11.25,1,0.826086957,12.66666667,1,0.113636364,1.25,0.75,0.314285714,3.666666667,1,0.333333333,3,1,0.407407407,3.666666667,1,0.210526316,1,0.75,0.285714286,1.333333333,1,0.176470588,0.75,0.75,0.166666667,0.666666667,0.666666667,0.681818182,3.75,1,0.933333333,4.666666667,1,0.28125,4.5,1,0.489795918,8,1,0.461538462,2.461538462,2.25,12.75,0.41930094,0.768599625,0.489671415,0.678232081,0.993860312,0.9969381,0.998465656,0.998805825,0.891612521,0.910994286,0.864636405,0.872074609,0.064896755,0.056047198,0.005899705,0.020648968,0.002949853,0.053097345,0.029498525,0.002949853,0.01179941,0.02359882,0.020648968,0.014749263,0.053097345,0.01179941,0,0.01179941,0.076696165,0.061946903,0.02359882,0.01179941,0.002949853,0.008849558,0.085545723,0.017699115,0.097345133,0.04719764,0.258064516,0.351032448,0.392330383
9F68BAB4FB63.txt,0.175107296,0.650430108,0.479828326,0.769607843,0.280858676,0.085808581,0.384201077,0.302583026,0.257861635,0.316455696,0.3,0.104761905,0.265306122,0.60652921,0.853826311,0.279907085,4.016666667,0.716666667,0.413711584,5.93220339,0.86440678,0.194384449,1.5,0.6,0.289473684,2.237288136,0.728813559,0.3625,2.416666667,0.716666667,0.540816327,3.593220339,0.847457627,0.200913242,0.733333333,0.5,0.279069767,1.016949153,0.593220339,0.203007519,0.45,0.316666667,0.3,0.661016949,0.474576271,0.194029851,0.216666667,0.183333333,0.28358209,0.322033898,0.237288136,0.133333333,0.1,0.1,0.288888889,0.220338983,0.203389831,0.348484848,0.383333333,0.25,0.446153846,0.491525424,0.305084746,0.229885057,1,0.533333333,0.3046875,1.322033898,0.610169492,0.286079183,4.392156863,0.666666667,0.405648267,6.32,0.84,0.203233256,1.725490196,0.549019608,0.285382831,2.46,0.68,0.375706215,2.607843137,0.666666667,0.542613636,3.82,0.82,0.201970443,0.803921569,0.470588235,0.272277228,1.1,0.56,0.204918033,0.490196078,0.37254902,0.280991736,0.68,0.48,0.21875,0.274509804,0.215686275,0.28125,0.36,0.26,0.155555556,0.137254902,0.137254902,0.333333333,0.3,0.26,0.327586207,0.37254902,0.196078431,0.448275862,0.52,0.28,0.220833333,1.039215686,0.490196078,0.292887029,1.4,0.58,1.283333333,1,1.901960784,1.31372549,0.468134305,0.76511668,0.44751186,0.737757836,0.984613842,0.990062587,0.984438957,0.989045346,0.897741884,0.927710169,0.88991768,0.923182646,0.045493562,0.02832618,0.008583691,0.024892704,0.008583691,0.023175966,0.040343348,0.001716738,0.015450644,0.027467811,0.032618026,0.007725322,0.16223176,0.02832618,0,0.02832618,0.042060086,0.072961373,0.023175966,0.007725322,0.012875536,0.016309013,0.074678112,0.016309013,0.061802575,0.051502146,0.221402214,0.41888412,0.470386266
DCEE7FD21CFD.txt,0.239224138,0.639036145,0.465517241,0.675675676,0.347222222,0.165322581,0.427135678,0.292682927,0.342105263,0.64,0.361111111,0.083333333,0.182926829,0.609071274,0.764069264,0.346153846,5.727272727,1,0.494219653,8.142857143,1,0.274725275,2.272727273,0.909090909,0.4,3.238095238,1,0.393442623,3.272727273,1,0.570621469,4.80952381,1,0.375,1.090909091,0.727272727,0.483870968,1.428571429,0.857142857,0.246376812,0.772727273,0.5,0.390625,1.19047619,0.666666667,0.045454545,0.045454545,0.045454545,0.047619048,0.047619048,0.047619048,0.233333333,0.318181818,0.272727273,0.384615385,0.476190476,0.428571429,0.642857143,1.636363636,0.909090909,0.814814815,2.095238095,1,0.5,2.681818182,1,0.634782609,3.476190476,1,0.534391534,25.25,1,0.625,30,1,0.419047619,11,1,0.493506494,12.66666667,1,0.643678161,14,1,0.724637681,16.66666667,1,0.4,3.5,1,0.482758621,4.666666667,1,0.447368421,4.25,1,0.466666667,4.666666667,1,0.210526316,1,0.75,0.25,1,0.666666667,0.5,2,0.75,0.555555556,1.666666667,0.666666667,0.777777778,3.5,1,0.866666667,4.333333333,1,0.528301887,7,1,0.613636364,9,1,1.409090909,1.136363636,8.75,10.5,0.693764024,0.857931582,0.788733179,0.833968853,0.979766166,0.979098171,0.999540402,0.999844488,0.921718941,0.93974448,0.91788144,0.898821756,0.038793103,0.015086207,0.015086207,0.025862069,0.00862069,0.019396552,0.030172414,0.002155172,0.010775862,0.030172414,0.032327586,0.002155172,0.038793103,0.004310345,0,0.004310345,0.036637931,0.047413793,0.028017241,0.002155172,0.006465517,0.019396552,0.066810345,0.017241379,0.068965517,0.064655172,0.365853659,0.38362069,0.448275862
BAAFCD5BD313.txt,0.325,0.746723647,0.445,0.707692308,0.516853933,0.184684685,0.444739884,0.564705882,0.530612245,0.523809524,0.5,0.142857143,0.442622951,0.824561404,0.952261307,0.344827586,11.42857143,1,0.441747573,15.16666667,1,0.196850394,3.571428571,0.857142857,0.27826087,5.333333333,1,0.509433962,7.714285714,1,0.619565217,9.5,1,0.160714286,1.285714286,0.571428571,0.25,2.166666667,0.833333333,0.166666667,0.857142857,0.285714286,0.258064516,1.333333333,0.5,0.222222222,0.571428571,0.428571429,0.333333333,1,0.833333333,0.285714286,0.857142857,0.428571429,0.277777778,0.833333333,0.333333333,0.642857143,2.571428571,1,0.791666667,3.166666667,1,0.27027027,2.857142857,1,0.352941176,4,1,0.389908257,17,1,0.5,21.75,1,0.233870968,5.8,1,0.333333333,8.25,1,0.568421053,10.8,1,0.684210526,13,1,0.2,2.2,1,0.285714286,3.5,1,0.222222222,1.6,0.6,0.36,2.25,1,0.333333333,1.2,1,0.4,1.5,1,0.210526316,0.8,0.4,0.285714286,1,0.5,0.75,3.6,1,0.833333333,3.75,1,0.285714286,4,1,0.366666667,5.5,1,2.285714286,2.571428571,4.4,3.8,0.633551787,0.783231248,0.624783341,0.890201583,0.995219814,0.996618032,0.99624006,0.996635885,0.926172634,0.938094203,0.935263342,0.939831369,0.075,0.0575,0.0125,0.0325,0.005,0.065,0.0525,0,0.0275,0.0225,0.0525,0.01,0.1075,0.0475,0,0.0475,0.09,0.0975,0.0425,0.01,0.015,0.0125,0.1125,0.0225,0.1325,0.115,0.541176471,0.3175,0.43
73D5C8D99F72.txt,0.423076923,0.770127226,0.443438914,0.684491979,0.653061224,0.256097561,0.550862944,0.698113208,0.723076923,0.826086957,0.542372881,0.148148148,0.372093023,0.918367347,0.984090909,0.220588235,6.25,0.833333333,0.297935103,9.181818182,0.909090909,0.12,1.75,0.583333333,0.149425287,2.363636364,0.727272727,0.307228916,4.25,0.833333333,0.43373494,6.545454545,0.909090909,0.12,0.5,0.333333333,0.18,0.818181818,0.454545455,0.14516129,0.75,0.333333333,0.161290323,0.909090909,0.363636364,0,0,0,0.045454545,0.090909091,0.090909091,0.111111111,0.416666667,0.333333333,0.113636364,0.454545455,0.363636364,0.325581395,1.166666667,0.666666667,0.511627907,2,0.818181818,0.224719101,1.666666667,0.666666667,0.337078652,2.727272727,0.818181818,0.267692308,9.666666667,0.777777778,0.333333333,13.5,0.875,0.12716763,2.444444444,0.666666667,0.186046512,4,0.75,0.405228758,6.888888889,0.777777778,0.477124183,9.125,0.875,0.102040816,0.555555556,0.333333333,0.183673469,1.125,0.625,0.14516129,1,0.444444444,0.177419355,1.375,0.5,0.045454545,0.111111111,0.111111111,0.045454545,0.125,0.125,0.136363636,0.666666667,0.444444444,0.209302326,1.125,0.5,0.487179487,2.111111111,0.777777778,0.564102564,2.75,0.875,0.261904762,2.444444444,0.777777778,0.345238095,3.625,0.875,0.5,1.5,0.555555556,2.111111111,0.562458152,0.771536807,0.598811714,0.780246404,0.987895625,0.990967977,0.991507485,0.991514563,0.851061611,0.883699423,0.839730666,0.867178081,0.056561086,0.029411765,0.013574661,0.020361991,0.013574661,0.011312217,0.047511312,0.009049774,0.00678733,0.031674208,0.027149321,0.024886878,0.047511312,0.011312217,0,0.011312217,0.058823529,0.074660633,0.015837104,0.033936652,0.020361991,0.009049774,0.06561086,0.047511312,0.081447964,0.049773756,0.41509434,0.235294118,0.28280543
